Year,Category,Nominee,Additional Info,Won
2002,Screenplay - Adapted,In the Bedroom,NONE,No
2002,Screenplay - Adapted,Shrek,NONE,No
2002,Screenplay - Adapted,The Lord of the Rings The Fellowship of the Ring,NONE,No
2002,Screenplay - Original,Amelie,NONE,No
2002,Screenplay - Original,Gosford Park,NONE,Yes
2002,Screenplay - Original,Memento,NONE,No
2002,Screenplay - Original,Monster's Ball,NONE,No
2002,Screenplay - Original,The Royal Tenenbaums,NONE,No
2002,Song,If I Didn't Have You,Monsters Inc,Yes
2002,Song,May It Be,The Lord of the Rings The Fellowship of the Ring,No
2002,Song,There You'll Be,Pearl Harbor,No
2002,Song,Until,Kate Leopold,No
2002,Song,Vanilla Sky,Vanilla Sky,No
2002,Visual Effects,A I Artificial Intelligence,NONE,No
2002,Visual Effects,Pearl Harbor,NONE,No
2002,Visual Effects,The Lord of the Rings The Fellowship of the Ring,NONE,Yes
2002,Z Filler Data,Z Filler Data,NONE,No
2003,AA Filler Data,AA Filler Data,NONE,No
2003,Actor - Leading Role,Adrien Brody,The Pianist,Yes
2003,Actor - Leading Role,Daniel Day Lewis,Gangs of New York,No
2003,Actor - Leading Role,Jack Nicholson,About Schmidt,No
2003,Actor - Leading Role,Michael Caine,The Quiet American,No
2003,Actor - Leading Role,Nicolas Cage,Adaptation,No
2003,Actor - Supporting Role,Chris Cooper,Adaptation,Yes
2003,Actor - Supporting Role,Christopher Walken,Catch Me If You Can,No
2003,Actor - Supporting Role,Ed Harris,The Hours,No
2003,Actor - Supporting Role,John C Reilly,Chicago,No
2003,Actor - Supporting Role,Paul Newman,Road to Perdition,No
2003,Actress - Leading Role,Diane Lane,Unfaithful,No
2003,Actress - Leading Role,Julianne Moore,Far from Heaven,No
2003,Actress - Leading Role,Nicole Kidman,The Hours,Yes
2003,Actress - Leading Role,Renee Zellweger,Chicago,No
2003,Actress - Leading Role,Salma Hayek,Frida,No
2003,Actress - Supporting Role,Catherine Zeta Jones,Chicago,Yes
2003,Actress - Supporting Role,Julianne Moore,The Hours,No
2003,Actress - Supporting Role,Kathy Bates,About Schmidt,No
2003,Actress - Supporting Role,Meryl Streep,Adaptation,No
2003,Actress - Supporting Role,Queen Latifah,Chicago,No
2003,Animated Feature,Ice Age,NONE,No
2003,Animated Feature,Lilo Stitch,NONE,No
2003,Animated Feature,Spirit Stallion of the Cimarron,NONE,No
2003,Animated Feature,Spirited Away,NONE,Yes
2003,Animated Feature,Treasure Planet,NONE,No
2003,Best Picture,Chicago,NONE,Yes
2003,Best Picture,Gangs of New York,NONE,No
2003,Best Picture,The Hours,NONE,No
2003,Best Picture,The Lord of the Rings The Two Towers,NONE,No
2003,Best Picture,The Pianist,NONE,No
2003,Cinematography,Chicago,NONE,No
2003,Cinematography,Far from Heaven,NONE,No
2003,Cinematography,Gangs of New York,NONE,No
2003,Cinematography,Road to Perdition,NONE,Yes
2003,Cinematography,The Pianist,NONE,No
2003,Costume Design,Chicago,NONE,Yes
2003,Costume Design,Frida,NONE,No
2003,Costume Design,Gangs of New York,NONE,No
2003,Costume Design,The Hours,NONE,No
2003,Costume Design,The Pianist,NONE,No
2003,Director,Chicago,NONE,No
2003,Director,Gangs of New York,NONE,No
2003,Director,Talk to Her,NONE,No
2003,Director,The Hours,NONE,No
2003,Director,The Pianist,NONE,Yes
2003,Documentary,Bowling for Columbine,NONE,Yes
2003,Documentary,Daughter from Danang,NONE,No
2003,Documentary,Mighty Times The Legacy of Rosa Parks,NONE,No
2003,Documentary,Prisoner of Paradise,NONE,No
2003,Documentary,Spellbound,NONE,No
2003,Documentary,The Collector of Bedford Street,NONE,No
2003,Documentary,Twin Towers,NONE,No
2003,Documentary,Why Can't We Be a Family Again?,NONE,No
2003,Documentary,Winged Migration,NONE,No
2003,Film Editing,Chicago,NONE,Yes
2003,Film Editing,Gangs of New York,NONE,No
2003,Film Editing,The Hours,NONE,No
2003,Film Editing,The Lord of the Rings The Two Towers,NONE,No
2003,Film Editing,The Pianist,NONE,No
2003,Foreign Language Film,El Crimen del Padre Amaro,NONE,No
2003,Foreign Language Film,Hero,NONE,No
2003,Foreign Language Film,Nowhere in Africa,NONE,Yes
2003,Foreign Language Film,The Man without a Past,NONE,No
2003,Foreign Language Film,Zus Zo,NONE,No
2003,Production Design,Chicago,NONE,Yes
2003,Production Design,Frida,NONE,No
2003,Production Design,Gangs of New York,NONE,No
2003,Production Design,Road to Perdition,NONE,No
2003,Production Design,The Lord of the Rings The Two Towers,NONE,No
2003,Score,Catch Me If You Can,NONE,No
2003,Score,Far from Heaven,NONE,No
2003,Score,Frida,NONE,Yes
2003,Score,Road to Perdition,NONE,No
2003,Score,The Hours,NONE,No
2003,Screenplay,Y Tu Mame Tambien,NONE,No
2003,Screenplay - Adapted,About a Boy,NONE,No
2003,Screenplay - Adapted,Adaptation,NONE,No
2003,Screenplay - Adapted,Chicago,NONE,No
2003,Screenplay - Adapted,The Hours,NONE,No
2003,Screenplay - Adapted,The Pianist,NONE,Yes
2003,Screenplay - Original,Far from Heaven,NONE,No
2003,Screenplay - Original,Gangs of New York,NONE,No
2003,Screenplay - Original,My Big Fat Greek Wedding,NONE,No
2003,Screenplay - Original,Talk to Her,NONE,Yes
2003,Song,ather and Daughter,The Wild Thornberrys Movie,No
2003,Song,Burn It Blue,Frida,No
2003,Song,I Move On,Chicago,No
2003,Song,Lose Yourself,8 Mile,Yes
2003,Song,The Hands that Built America,Gangs of New York,No
2003,Visual Effects,Spider Man,NONE,No
2003,Visual Effects,Star Wars Episode II Attack of the Clones,NONE,No
2003,Visual Effects,The Lord of the Rings The Two Towers,NONE,Yes
2003,Z Filler Data,Z Filler Data,NONE,No
2004,AA Filler Data,AA Filler Data,NONE,No
2004,Actor - Leading Role,Ben Kingsley,House of Sand and Fog,No
2004,Actor - Leading Role,Bill Murray,Lost in Translation,No
2004,Actor - Leading Role,Johnny Depp,Pirates of the Caribbean The Curse of the Black Pearl,No
2004,Actor - Leading Role,Jude Law,Cold Mountain,No
2004,Actor - Leading Role,Sean Penn,Mystic River,Yes
2004,Actor - Supporting Role,Alec Baldwin,The Cooler,No
2004,Actor - Supporting Role,Benicio Del Toro,21 Grams,No
2004,Actor - Supporting Role,Djimon Hounsou,In America,No
2004,Actor - Supporting Role,Ken Watanabe,The Last Samurai,No
2004,Actor - Supporting Role,Tim Robbins,Mystic River,Yes
2004,Actress - Leading Role,Charlize Theron,Monster,Yes
2004,Actress - Leading Role,Diane Keaton,Something's Gotta Give,No
2004,Actress - Leading Role,Keisha Castle Hughes,Whale Rider,No
2004,Actress - Leading Role,Naomi Watts,21 Grams,No
2004,Actress - Leading Role,Samantha Morton,In America,No
2004,Actress - Supporting Role,Holly Hunter,Thirteen,No
2004,Actress - Supporting Role,Marcia Gay Harden,Mystic River,No
2004,Actress - Supporting Role,Patricia Clarkson,Pieces of April,No
2004,Actress - Supporting Role,Renee Zellweger,Cold Mountain,Yes
2004,Actress - Supporting Role,Shohreh Aghdashloo,House of Sand and Fog,No
2004,Animated Feature,Brother Bear,NONE,No
2004,Animated Feature,Finding Nemo,NONE,Yes
2004,Animated Feature,The Triplets of Belleville,NONE,No
2004,Best Picture,Lost in Translation,NONE,No
2004,Best Picture,Master and Commander The Far Side of the World,NONE,No
2004,Best Picture,Mystic River,NONE,No
2004,Best Picture,Seabiscuit,NONE,No
2004,Best Picture,The Lord of the Rings The Return of the King,NONE,Yes
2004,Cinematography,City of God,NONE,No
2004,Cinematography,Cold Mountain,NONE,No
2004,Cinematography,Girl with a Pearl Earring,NONE,No
2004,Cinematography,Master and Commander The Far Side of the World,NONE,Yes
2004,Cinematography,Seabiscuit,NONE,No
2004,Costume Design,Girl with a Pearl Earring,NONE,No
2004,Costume Design,Master and Commander The Far Side of the World,NONE,No
2004,Costume Design,Seabiscuit,NONE,No
2004,Costume Design,The Last Samurai,NONE,No
2004,Costume Design,The Lord of the Rings The Return of the King,NONE,Yes
2004,Director,City of God,NONE,No
2004,Director,Lost in Translation,NONE,No
2004,Director,Master and Commander The Far Side of the World,NONE,No
2004,Director,Mystic River,NONE,No
2004,Director,The Lord of the Rings The Return of the King,NONE,Yes
2004,Documentary,Asylum,NONE,No
2004,Documentary,Balseros,NONE,No
2004,Documentary,Capturing the Friedmans,NONE,No
2004,Documentary,Chernobyl Heart,NONE,No
2004,Documentary,Ferry Tales,NONE,No
2004,Documentary,My Architect,NONE,No
2004,Documentary,The Fog of War,NONE,Yes
2004,Documentary,The Weather Underground,NONE,No
2004,Film Editing,City of God,NONE,No
2004,Film Editing,Cold Mountain,NONE,No
2004,Film Editing,Master and Commander The Far Side of the World,NONE,No
2004,Film Editing,Seabiscuit,NONE,No
2004,Film Editing,The Lord of the Rings The Return of the King,NONE,Yes
2004,Foreign Language Film,Evil,NONE,No
2004,Foreign Language Film,The Barbarian Invasions,NONE,Yes
2004,Foreign Language Film,The Twilight Samurai,NONE,No
2004,Foreign Language Film,Twin Sisters,NONE,No
2004,Foreign Language Film,Zelary,NONE,No
2004,Production Design,Girl with a Pearl Earring,NONE,No
2004,Production Design,Master and Commander The Far Side of the World,NONE,No
2004,Production Design,Seabiscuit,NONE,No
2004,Production Design,The Last Samurai,NONE,No
2004,Production Design,The Lord of the Rings The Return of the King,NONE,Yes
2004,Score,Big Fish,NONE,No
2004,Score,Cold Mountain,NONE,No
2004,Score,Finding Nemo,NONE,No
2004,Score,House of Sand and Fog,NONE,No
2004,Score,The Lord of the Rings The Return of the King,NONE,Yes
2004,Screenplay - Adapted,American Splendor,NONE,No
2004,Screenplay - Adapted,City of God,NONE,No
2004,Screenplay - Adapted,Mystic River,NONE,No
2004,Screenplay - Adapted,Seabiscuit,NONE,No
2004,Screenplay - Adapted,The Lord of the Rings The Return of the King,NONE,Yes
2004,Screenplay - Original,Dirty Pretty Things,NONE,No
2004,Screenplay - Original,Finding Nemo,NONE,No
2004,Screenplay - Original,In America,NONE,No
2004,Screenplay - Original,Lost in Translation,NONE,Yes
2004,Screenplay - Original,The Barbarian Invasions,NONE,No
2004,Song,A Kiss at the end of the Rainbow,A Mighty Wind,No
2004,Song,Bellville Rendez vous,The Triplets of Belleville,No
2004,Song,Into the West,The Lord of the Rings The Return of the King,Yes
2004,Song,Scarlet Tide,Cold Mountain,No
2004,Song,You Will Be My Ain True Love,Cold Mountain,No
2004,Visual Effects,Master and Commander The Far Side of the World,NONE,No
2004,Visual Effects,Pirates of the Caribbean The Curse of the Black Pearl,NONE,No
2004,Visual Effects,The Lord of the Rings The Return of the King,NONE,Yes
2004,Z Filler Data,Z Filler Data,NONE,No
2005,AA Filler Data,AA Filler Data,NONE,No
2005,Actor - Leading Role,Clint Eastwood,Million Dollar Baby,No
2005,Actor - Leading Role,Don Cheadle,Hotel Rwanda,No
2005,Actor - Leading Role,Jamie Foxx,Ray,Yes
2005,Actor - Leading Role,Johnny Depp,Finding Neverland,No
2005,Actor - Leading Role,Leonardo DiCaprio,The Aviator,No
2005,Actor - Supporting Role,Alan Alda,The Aviator,No
2005,Actor - Supporting Role,Clive Owen,Closer,No
2005,Actor - Supporting Role,Jamie Foxx,Collateral,No
2005,Actor - Supporting Role,Morgan Freeman,Million Dollar Baby,Yes
2005,Actor - Supporting Role,Thomas Haden Church,Sideways,No
2005,Actress - Leading Role,Annette Bening,Being Julia,No
2005,Actress - Leading Role,Catalina Sandino Moreno,Maria Full of Grace,No
2005,Actress - Leading Role,Hilary Swank,Million Dollar Baby,Yes
2005,Actress - Leading Role,Imelda Staunton,Vera Drake,No
2005,Actress - Leading Role,Kate Winslet,Eternal Sunshine of the Spotless Mind,No
2005,Actress - Supporting Role,Cate Blanchett,The Aviator,Yes
2005,Actress - Supporting Role,Laura Linney,Kinsey,No
2005,Actress - Supporting Role,Natalie Portman,Closer,No
2005,Actress - Supporting Role,Sophie Okonedo,Hotel Rwanda,No
2005,Actress - Supporting Role,Virginia Madsen,Sideways,No
2005,Animated Feature,Shark Tale,NONE,No
2005,Animated Feature,Shrek 2,NONE,No
2005,Animated Feature,The Incredibles,NONE,Yes
2005,Best Picture,Finding Neverland,NONE,No
2005,Best Picture,Million Dollar Baby,NONE,Yes
2005,Best Picture,Ray,NONE,No
2005,Best Picture,Sideways,NONE,No
2005,Best Picture,The Aviator,NONE,No
2005,Cinematography,A Very Long Engagement,NONE,No
2005,Cinematography,House of Flying Daggers,NONE,No
2005,Cinematography,The Aviator,NONE,Yes
2005,Cinematography,The Passion of the Christ,NONE,No
2005,Cinematography,The Phantom of the Opera,NONE,No
2005,Costume Design,Finding Neverland,NONE,No
2005,Costume Design,Lemony Snicket's A Series of Unfortunate Events,NONE,No
2005,Costume Design,Ray,NONE,No
2005,Costume Design,The Aviator,NONE,Yes
2005,Costume Design,Troy,NONE,No
2005,Director,Million Dollar Baby,NONE,Yes
2005,Director,Ray,NONE,No
2005,Director,Sideways,NONE,No
2005,Director,The Aviator,NONE,No
2005,Director,Vera Drake,NONE,No
2005,Documentary,Autism Is a World,NONE,No
2005,Documentary,Born into Brothels,NONE,Yes
2005,Documentary,Hardwood,NONE,No
2005,Documentary,Mighty Times The Children's March,NONE,No
2005,Documentary,Sister Rose's Passion,NONE,No
2005,Documentary,Super Size Me,NONE,No
2005,Documentary,The Children of Leningradsky,NONE,No
2005,Documentary,The Story of the Weeping Camel,NONE,No
2005,Documentary,Tupac Resurrection,NONE,No
2005,Documentary,Twist of Faith,NONE,No
2005,Film Editing,Collateral,NONE,No
2005,Film Editing,Finding Neverland,NONE,No
2005,Film Editing,Million Dollar Baby,NONE,No
2005,Film Editing,Ray,NONE,No
2005,Film Editing,The Aviator,NONE,Yes
2005,Foreign Language Film,As It Is in Heaven,NONE,No
2005,Foreign Language Film,Downfall,NONE,No
2005,Foreign Language Film,The Chorus,NONE,No
2005,Foreign Language Film,The Sea Inside,NONE,Yes
2005,Foreign Language Film,Yesterday,NONE,No
2005,Production Design,A Very Long Engagement,NONE,No
2005,Production Design,Finding Neverland,NONE,No
2005,Production Design,Lemony Snicket's A Series of Unfortunate Events,NONE,No
2005,Production Design,The Aviator,NONE,Yes
2005,Production Design,The Phantom of the Opera,NONE,No
2005,Score,Finding Neverland,NONE,Yes
2005,Score,Harry Potter and the Prisoner of Azkaban,NONE,No
2005,Score,Lemony Snicket's A Series of Unfortunate Events,NONE,No
2005,Score,The Passion of the Christ,NONE,No
2005,Score,The Village,NONE,No
2005,Screenplay - Adapted,Before Sunset,NONE,No
2005,Screenplay - Adapted,Finding Neverland,NONE,No
2005,Screenplay - Adapted,Million Dollar Baby,NONE,No
2005,Screenplay - Adapted,Sideways,NONE,Yes
2005,Screenplay - Adapted,The Motorcycle Diaries,NONE,No
2005,Screenplay - Original,Eternal Sunshine of the Spotless Mind,NONE,Yes
2005,Screenplay - Original,Hotel Rwanda,NONE,No
2005,Screenplay - Original,The Aviator,NONE,No
2005,Screenplay - Original,The Incredibles,NONE,No
2005,Screenplay - Original,Vera Drake,NONE,No
2005,Song,Accidentally in Love,Shrek 2,No
2005,Song,Al otro lado del rio,The Motorcycle Diaries,Yes
2005,Song,Believe,The Polar Express,No
2005,Song,Learn to be Lonely,The Phantom of the Opera,No
2005,Song,Look to Your Path,The Chorus,No
2005,Visual Effects,Harry Potter and the Prisoner of Azkaban,NONE,No
2005,Visual Effects,I Robot,NONE,No
2005,Visual Effects,Spider Man 2,NONE,Yes
2005,Z Filler Data,Z Filler Data,NONE,No
2006,AA Filler Data,AA Filler Data,NONE,No
2006,Actor - Leading Role,David Strathairn,Good Night and Good Luck,No
2006,Actor - Leading Role,Heath Ledger,Brokeback Mountain,No
2006,Actor - Leading Role,Joaquin Phoenix,Walk the Line,No
2006,Actor - Leading Role,Phillip Seymour Hoffman,Capote,Yes
2006,Actor - Leading Role,Terrence Howard,Hustle Flow,No
2006,Actor - Supporting Role,George Clooney,Syriana,Yes
2006,Actor - Supporting Role,Jake Gyllenhaal,Brokeback Mountain,No
2006,Actor - Supporting Role,Matt Dillon,Crash,No
2006,Actor - Supporting Role,Paul Giamatti,Cinderella Man,No
2006,Actor - Supporting Role,William Hurt,A History of Violence,No
2006,Actress - Leading Role,Charlize Theron,North Country,No
2006,Actress - Leading Role,Felicity Huffman,Transamerica,No
2006,Actress - Leading Role,Judi Dench,Mrs Henderson Presents,No
2006,Actress - Leading Role,Keira Knightley,Pride and Prejudice,No
2006,Actress - Leading Role,Reese Witherspoon,Walk the Line,Yes
2006,Actress - Supporting Role,Amy Adams,Junebug,No
2006,Actress - Supporting Role,Catherine Keener,Capote,No
2006,Actress - Supporting Role,Frances McDormand,North Country,No
2006,Actress - Supporting Role,Michelle Williams,Brokeback Mountain,No
2006,Actress - Supporting Role,Rachel Weisz,The Constant Gardener,Yes
2006,Animated Feature,Howls Moving Castle,Hayao Miyazaki,No
2006,Animated Feature,Tim Burton's Corpse Bride,NONE,No
2006,Animated Feature,Wallace and Gromit in The Curse of the Were Rabbit,NONE,Yes
2006,Best Picture,Brokeback Mountain,NONE,No
2006,Best Picture,Capote,NONE,No
2006,Best Picture,Crash,NONE,Yes
2006,Best Picture,Good Night and Good Luck,NONE,No
2006,Best Picture,Munich,NONE,No
2006,Cinematography,Batman Begins,NONE,No
2006,Cinematography,Brokeback Mountain,NONE,No
2006,Cinematography,Good Night and Good Luck,NONE,No
2006,Cinematography,Memoirs of a Geisha,NONE,Yes
2006,Cinematography,The New World,NONE,No
2006,Costume Design,Charlie and the Chocolate Factory,NONE,No
2006,Costume Design,Memoirs of a Geisha,NONE,Yes
2006,Costume Design,Mrs Henderson Presents,NONE,No
2006,Costume Design,Pride and Prejudice,NONE,No
2006,Costume Design,Walk the Line,NONE,No
2006,Director,Brokeback Mountain,NONE,Yes
2006,Director,Capote,NONE,No
2006,Director,Crash,NONE,No
2006,Director,Good Night and Good Luck,NONE,No
2006,Director,Munich,NONE,No
2006,Documentary,A Note of Triumph The Golden Age of Norman Corwin,NONE,No
2006,Documentary,Enron The Smartest Guys in the Room,NONE,No
2006,Documentary,God Sleeps in Rwanda,NONE,No
2006,Documentary,March of the Penguins,NONE,Yes
2006,Documentary,Murderball,NONE,No
2006,Documentary,Street Fight,NONE,No
2006,Documentary,The Death of Kevin Carter Casualty of the Bang Bang Club,NONE,No
2006,Documentary,The Mushroom Club,NONE,No
2006,Film Editing,Cinderella Man,NONE,No
2006,Film Editing,Crash,NONE,Yes
2006,Film Editing,Munich,NONE,No
2006,Film Editing,The Constant Gardener,NONE,No
2006,Film Editing,Walk the Line,NONE,No
2006,Foreign Language Film,Don't Tell,NONE,No
2006,Foreign Language Film,Paradise Now,NONE,No
2006,Foreign Language Film,Sophie Scholl The Final Days,NONE,No
2006,Foreign Language Film,Tsotsi,NONE,Yes
2006,Production Design,Good Night and Good Luck,NONE,No
2006,Production Design,Harry Potter and the Goblet of Fire,NONE,No
2006,Production Design,King Kong,NONE,No
2006,Production Design,Memoirs of a Geisha,NONE,Yes
2006,Production Design,Pride and Prejudice,NONE,No
2006,Score,Brokeback Mountain,NONE,Yes
2006,Score,Memoirs of a Geisha,NONE,No
2006,Score,Munich,NONE,No
2006,Score,Pride and Prejudice,NONE,No
2006,Score,The Constant Gardener,NONE,No
2006,Screenplay - Adapted,A History of Violence,NONE,No
2006,Screenplay - Adapted,Brokeback Mountain,NONE,Yes
2006,Screenplay - Adapted,Capote,NONE,No
2006,Screenplay - Adapted,Munich,NONE,No
2006,Screenplay - Adapted,The Constant Gardener,NONE,No
2006,Screenplay - Original,Crash,NONE,Yes
2006,Screenplay - Original,Good Night and Good Luck,NONE,No
2006,Screenplay - Original,Match Point,NONE,No
2006,Screenplay - Original,Syriana,NONE,No
2006,Screenplay - Original,The Squid and the Whale,NONE,No
2006,Song,Crash,Crash,No
2006,Song,It's Hard out Here Brr a Pimp,Hustle and Flow,Yes
2006,Song,Travelin Thru,Transamerica,No
2006,Visual Effects,King Kong,NONE,Yes
2006,Visual Effects,The Chronicles of Narnia The Lion the Witch and the Wardrobe,NONE,No
2006,Visual Effects,War of the Worlds,NONE,No
2006,Z Filler Data,Z Filler Data,NONE,No
2007,AA Filler Data,AA Filler Data,NONE,No
2007,Actor - Leading Role,Forest Whitaker,The Last King of Scotland,Yes
2007,Actor - Leading Role,Leonardo DiCaprio,Blood Diamond,No
2007,Actor - Leading Role,Peter O'Toole,Venus,No
2007,Actor - Leading Role,Ryan Gosling,Half Nelson,No
2007,Actor - Leading Role,Will Smith,The Pursuit of Happyness,No
2007,Actor - Supporting Role,Alan Arkin,Little Miss Sunshine,Yes
2007,Actor - Supporting Role,Djimon Hounsou,Blood Diamond,No
2007,Actor - Supporting Role,Eddie Murphy,Dreamgirls,No
2007,Actor - Supporting Role,Jackie Earle Haley,Little Children,No
2007,Actor - Supporting Role,Mark Wahlberg,The Departed,No
2007,Actress - Leading Role,Helen Mirren,The Queen,Yes
2007,Actress - Leading Role,Judi Dench,Notes on a Scandal,No
2007,Actress - Leading Role,Kate Winslet,Little Children,No
2007,Actress - Leading Role,Meryl Streep,The Devil Wears Prada,No
2007,Actress - Leading Role,Penolope Cruz,Volver,No
2007,Actress - Supporting Role,Abigail Breslin,Little Miss Sunshine,No
2007,Actress - Supporting Role,Adriana Barraza,Babel,No
2007,Actress - Supporting Role,Cate Blanchett,Notes on a Scandal,No
2007,Actress - Supporting Role,Jennifer Hudson,Dreamgirls,Yes
2007,Actress - Supporting Role,Rinko Kikuchi,Babel,No
2007,Animated Feature,Cars,NONE,No
2007,Animated Feature,Happy Feet,NONE,Yes
2007,Animated Feature,Monster House,NONE,No
2007,Best Picture,Babel,NONE,No
2007,Best Picture,Letters from Iwo Jima,NONE,No
2007,Best Picture,Little Miss Sunshine,NONE,No
2007,Best Picture,The Departed,NONE,Yes
2007,Best Picture,The Queen,NONE,No
2007,Cinematography,Children of Men,NONE,No
2007,Cinematography,Pan's Labyrinth,NONE,Yes
2007,Cinematography,The Black Dahlia,NONE,No
2007,Cinematography,The Illusionist,NONE,No
2007,Cinematography,The Prestige,NONE,No
2007,Costume Design,Curse of the Golden Flower,NONE,No
2007,Costume Design,Dreamgirls,NONE,No
2007,Costume Design,Marie Antoinette,NONE,Yes
2007,Costume Design,The Devil Wears Prada,NONE,No
2007,Costume Design,The Queen,NONE,No
2007,Director,Babel,NONE,No
2007,Director,Letters from Iwo Jima,NONE,No
2007,Director,The Departed,NONE,Yes
2007,Director,The Queen,NONE,No
2007,Director,United 93,NONE,No
2007,Documentary,An Inconvenient Truth,NONE,Yes
2007,Documentary,Deliver Us from Evil,NONE,No
2007,Documentary,Iraq in Fragments,NONE,No
2007,Documentary,Jesus Camp,NONE,No
2007,Documentary,My Country My Country,NONE,No
2007,Documentary,Recycled Life,NONE,No
2007,Documentary,Rehearsing a Dream,NONE,No
2007,Documentary,The Blood of Yingzhou District,NONE,No
2007,Documentary,Two Hands,NONE,No
2007,Film Editing,Babel,NONE,No
2007,Film Editing,Blood Diamond,NONE,No
2007,Film Editing,Children of Men,NONE,No
2007,Film Editing,The Departed,NONE,Yes
2007,Film Editing,United 93,NONE,No
2007,Foreign Language Film,After the Wedding,NONE,No
2007,Foreign Language Film,Days of Glory,NONE,No
2007,Foreign Language Film,Pan's Labyrinth,NONE,No
2007,Foreign Language Film,The Lives of Others,NONE,Yes
2007,Foreign Language Film,Water,NONE,No
2007,Production Design,Dreamgirls,NONE,No
2007,Production Design,Pan's Labyrinth,NONE,Yes
2007,Production Design,Pirates of the Caribbean Dead Man's Chest,NONE,No
2007,Production Design,The Good Shepherd,NONE,No
2007,Production Design,The Prestige,NONE,No
2007,Score,Babel,NONE,Yes
2007,Score,Notes on a Scandal,NONE,No
2007,Score,Pan's Labyrinth,NONE,No
2007,Score,The Good German,NONE,No
2007,Score,The Queen,NONE,No
2007,Screenplay - Adapted,Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,NONE,No
2007,Screenplay - Adapted,Children of Men,NONE,No
2007,Screenplay - Adapted,Little Children,NONE,Yes
2007,Screenplay - Adapted,Notes on a Scandal,NONE,No
2007,Screenplay - Adapted,The Departed,NONE,Yes
2007,Screenplay - Original,Babel,NONE,No
2007,Screenplay - Original,Letters from Iwo Jima,NONE,No
2007,Screenplay - Original,Little Miss Sunshine,NONE,No
2007,Screenplay - Original,Pan's Labyrinth,NONE,No
2007,Screenplay - Original,The Queen,NONE,No
2007,Song,I Need to Wake Up,An Inconvenient Truth,Yes
2007,Song,Listen,Dreamgirls,No
2007,Song,Love You I Do,Dreamgirls,No
2007,Song,Our Town,Cars,No
2007,Song,Patience,Dreamgirls,No
2007,Visual Effects,Pirates of the Caribbean Dead Man's Chest,NONE,Yes
2007,Visual Effects,Poseidon,NONE,No
2007,Visual Effects,Superman Returns,NONE,No
2007,Z Filler Data,Z Filler Data,NONE,No
2008,AA Filler Data,AA Filler Data,NONE,No
2008,Actor - Leading Role,Daniel Day Lewis,There Will Be Blood,Yes
2008,Actor - Leading Role,George Clooney,Michael Clayton,No
2008,Actor - Leading Role,Johnny Depp,Sweeney Todd The Demon Barber of Fleet Street,No
2008,Actor - Leading Role,Tommy Lee Jones,In the Valley of Elah,No
2008,Actor - Leading Role,Viggo Mortensen,Eastern Promises,No
2008,Actor - Supporting Role,Casey Affleck,The Assassination of Jesse James by the Coward Robert Ford,No
2008,Actor - Supporting Role,Hal Holbrook,Into the Wild,No
2008,Actor - Supporting Role,Javier Bardem,No Country for Old Men,Yes
2008,Actor - Supporting Role,Phillip Seymour Hoffman,Charlie Wilson's War,No
2008,Actor - Supporting Role,Tom Wilkinson,Michael Clayton,No
2008,Actress - Leading Role,Cate Blanchett,Elizabeth The Golden Age,No
2008,Actress - Leading Role,Ellen Page,Juno,No
2008,Actress - Leading Role,Julie Christie,Away from Her,No
2008,Actress - Leading Role,Laura Linney,The Savages,No
2008,Actress - Leading Role,Marion Cotillard,La Vie en Rose,Yes
2008,Actress - Supporting Role,Amy Ryan,Gone Baby Gone,No
2008,Actress - Supporting Role,Cate Blanchett,I'm Not There,No
2008,Actress - Supporting Role,Ruby Dee,American Gangster,No
2008,Actress - Supporting Role,Saoirse Ronan,Atonement,No
2008,Actress - Supporting Role,Tilda Swinton,Michael Clayton,Yes
2008,Animated Feature,Persepolis,NONE,No
2008,Animated Feature,Ratatouille,NONE,Yes
2008,Animated Feature,Surf's Up,NONE,No
2008,Best Picture,Atonement,NONE,No
2008,Best Picture,Juno,NONE,No
2008,Best Picture,Michael Clayton,NONE,No
2008,Best Picture,No Country for Old Men,NONE,Yes
2008,Best Picture,There Will Be Blood,NONE,No
2008,Cinematography,Atonement,NONE,No
2008,Cinematography,No Country for Old Men,NONE,No
2008,Cinematography,The Assassination of Jesse James by the Coward Robert Ford,NONE,No
2008,Cinematography,The Diving BelLAnd the Butterfly,NONE,No
2008,Cinematography,There Will Be Blood,NONE,Yes
2008,Costume Design,Across the Universe,NONE,No
2008,Costume Design,Atonement,NONE,No
2008,Costume Design,Elizabeth The Golden Age,NONE,Yes
2008,Costume Design,La Vie en Rose,NONE,No
2008,Costume Design,Sweeney Todd The Demon Barber of Fleet Street,NONE,No
2008,Director,Juno,NONE,No
2008,Director,Michael Clayton,NONE,No
2008,Director,No Country for Old Men,NONE,Yes
2008,Director,The Diving Bell and the Butterfly,NONE,No
2008,Director,There Will Be Blood,NONE,No
2008,Documentary,Freeheld,NONE,No
2008,Documentary,La Corona,NONE,No
2008,Documentary,No End in Sight,NONE,No
2008,Documentary,Operation Homecoming Screenplay the Wartime Experience,NONE,No
2008,Documentary,Salim Baba,NONE,No
2008,Documentary,Sari's Mother,NONE,No
2008,Documentary,Sicko,NONE,No
2008,Documentary,Taxi to the Dark Side,NONE,Yes
2008,Documentary,War Dance,NONE,No
